X,Y
-7,-6
-18,-10
-13,-8
-19,-12
-32,-9
-36,-57
-29,-15
-30,-23
-32,-63
-39,-70
-31,-62
-45,-62
-23,-72
-43,-48
-32,-51
-30,-50
-48,-46
-22,-39
-28,-31
-40,-14
-54,-27
-66,-17
-77,-17
-93,-19
-90,-30
-101,-13
-99,-29
-107,-35
-100,-35
-94,-41
-96,-43
-98,-31
-80,-37
-88,-32
-77,-11
-63,8
-72,-8
-65,-2
-77,-5
-56,8
-74,-3
-63,-10
-57,-19
-67,-19
-62,-42
-71,-39
-42,-21
-77,-57
-56,-48
-52,-58
-49,-50
-42,-70
-36,-72
-34,-65
-43,-93
-50,-72
-46,-73
-63,-67
-56,-74
-52,-62
-60,-66
-61,-57
-56,-77
-59,-74
-62,-65
-56,-72
-71,-60
-90,-53
-86,-109
-81,-85
-103,-122
-110,-87
-68,-109
-88,-115
-91,-85
-69,-87
-69,-85
-54,-124
-61,-55
-69,-154
-59,-66
-57,-98
-71,-131
-77,-95
-120,-136
-80,-72
-46,-119
-89,-97
-105,-73
-92,-99
-50,-143
-86,-87
-119,-82
-132,-99
-98,-88
-68,-123
-65,-87
-51,-130
-104,-46
-131,-162
-75,-67
-63,-96
-112,-144
-56,-68
-93,-105
-62,-68
-130,-114
-43,-67
-42,-111
-74,-86
-117,-66
-82,-150
-77,-44
-45,-95
-100,-69
-35,-61
-39,-123
-76,-8
-61,-168
-98,-13
-105,-64
-86,-96
-78,-112
-92,-128
-80,-54
-82,-41
-79,-149
-73,39
-78,-94
-6,-86
-106,-44
-53,-58
-62,-138
-20,-58
-64,-36
-89,-72
8,-112
-88,-63
-14,-53
-78,-114
-35,-38
-50,-184
-79,-17
-46,-160
-73,9
-101,-133
-107,-87
-61,-89
-120,-136
-87,-49
-107,-137
-62,-95
-66,-72
-129,-210
-51,-70
-76,53
-164,-53
-110,-227
-60,-79
-159,-102
-95,-125
-252,-104
-18,-97
-105,-8
-74,4
-130,-85
-113,-172
-21,-23
-115,-9
-50,-214
-25,33
-59,-48
-30,-23
-186,-93
-128,-103
-63,-58
-53,-104
-24,-49
-21,-32
-47,-182
-65,10
103,24
-12,-6
-68,-52
-72,-124
-43,-112
-42,-99
21,-51
-5,-107
41,-52
74,59
-54,-171
98,-10
1,-73
-38,-173
16,-39
-111,-60
2,-133
-69,48
-181,-197
36,22
-53,-86
-91,-195
-94,-12
-26,-208
46,41
75,-178
-37,-13
-67,-84
-170,-56
30,-86
-66,-3
-35,85
-40,-167
-43,31
-84,-50
-188,-26
