X,Y
1,-10
6,-7
-6,0
-13,-3
-9,-3
-4,-2
-3,-3
-10,0
-6,-4
-10,-2
-2,-8
-6,-3
-2,-2
-6,-1
-4,-5
-8,-6
-1,-2
-8,-8
-9,-1
-8,0
-7,-3
-4,-5
-6,-3
-7,-1
-7,-5
-9,-2
-42,2
-384,71
-502,62
-378,28
-263,-7
-191,-31
-106,-59
9,-71
13,-68
48,-75
18,-56
-38,-38
-36,-24
-20,0
-52,-12
-82,4
-119,5
-123,-2
-137,-3
-135,10
-130,-9
-151,-16
-109,-24
-100,-23
-95,-28
-96,-17
-77,-15
-97,-30
-127,-12
-106,-23
-93,-11
-72,-18
-113,-4
-92,-18
-90,-19
-76,-11
-114,-10
-87,-31
-111,-16
-105,-31
-99,-8
-116,-19
-128,-29
-109,-5
-149,-36
-74,8
-112,9
-109,-43
-119,-29
-95,-9
-85,1
-128,-26
-108,-15
-103,1
-121,-1
-94,-4
-117,-20
-107,-17
-128,11
-72,-4
-71,-36
-127,17
-92,-43
-110,-15
-125,27
-58,-4
-99,-37
-113,-10
-75,13
-59,-12
-108,53
-127,-16
-97,11
-48,-43
-90,14
-87,-17
-57,3
-65,31
-110,-29
-77,-27
-96,15
-112,-20
-65,-2
-68,-14
-93,38
-88,-3
-95,-17
-167,27
-92,-49
-123,16
-145,-3
-78,-10
-101,25
-116,51
-81,-13
-129,-2
-130,2
-48,46
-96,-52
-92,-18
-61,-54
-120,103
-96,-10
-43,-9
-102,20
-26,39
-49,-42
-98,16
-116,-51
-54,9
-100,25
-100,-13
-67,5
-62,39
-76,0
-70,-47
-26,5
-113,49
-42,10
-94,-23
-54,-21
-106,11
-81,-10
-62,1
-108,14
-93,-13
-79,2
-56,-2
-87,-42
-91,-37
-175,-41
-118,43
-101,-14
-110,64
-77,-40
-15,47
-178,25
-96,-125
-109,17
-102,-17
-161,-150
-76,-48
-121,36
-96,29
-48,39
-140,71
-128,-131
-157,-42
-120,8
-52,-74
-158,60
-131,-40
-40,-134
-104,101
-121,21
-81,-15
-6,-30
-86,-42
-145,44
-45,-57
-93,123
-210,-70
-114,20
-98,-22
-79,41
-62,25
-112,-37
-41,-17
-127,28
-43,-114
5,41
-130,8
-239,-8
-69,-59
-109,93
-58,-153
-289,15
-61,36
-183,-20
-202,-121
-142,14
-166,26
-127,65
-24,-5
-132,-44
-107,-3
-85,64
-202,-160
-31,7
-37,215
-26,-31
-29,-34
-64,25
-167,-76
-90,-55
-134,-61
-92,154
-173,-30
-106,-5
-21,-111
-21,235
-96,-116
-12,-53
-66,7
10,-82
-161,-46
-89,37
4,-13
-73,-59
-59,20
-59,87
0,3
-79,-125
-133,81
34,-4
-113,-10
-47,32
-45,-171
-104,29
-44,110
-133,40
-60,-9
-72,-12
14,17
-22,-81
35,-10
-198,102
-138,30
-71,16
-107,115
-87,54
-29,-137
8,152
-13,-113
-79,87
-115,-15
-32,-86
22,-40
-15,140
-26,58
24,75
113,101
63,70
-119,-153
-67,70
-4,-96
35,93
-281,54
-169,93
93,18
19,12
1,39
-39,89
-44,-14
62,-44
-273,61
-98,-17
-108,-27
114,34
-128,-8
-98,-169
-48,-2
79,266
-37,16
107,-109
-7,-100
18,50
126,5
-100,104
9,-108
-50,169
-188,-102
-54,-34
41,-35
-108,-82
-15,325
-30,40
-38,3
-143,-6
33,28
71,25
56,27
-56,-257
152,216
77,75
-39,-74
-158,-45
-107,19
163,-94
17,97
41,17
-175,45
150,58
27,-68
41,-51
-90,132
46,-107
163,55
-1,-62
87,178
-66,-131
32,18
-34,-249
-158,-78
231,141
-84,21
107,-53
117,159
-70,-269
-230,120
-270,-169
-268,-149
127,226
181,138
36,-62
-58,83
11,-222
50,350
-91,-108
136,61
37,145
-71,176
177,43
-54,-192
-170,156
-122,-144
-48,197
-225,-4
-119,-197
-137,-76
-184,137
-172,123
-44,-82
166,170
84,75
-84,-240
70,135
-132,-79
269,-47
204,246
-31,62
71,-249
119,119
71,-152
158,-18
-11,58
44,180
-76,-23
-324,-68
106,-28
-23,-29
109,-66
216,58
78,44
-20,75
-43,-144
252,47
125,117
-33,67
-12,42
138,23
254,79
-175,41
148,-16
164,-161
-65,124
8,-32
-50,-124
-6,-72
136,174
287,4
66,161
86,12
-27,-140
393,183
10,-105
-144,7
-50,-227
29,103
37,-99
-1,36
138,219
257,-90
53,-77
222,336
-60,-391
148,306
249,-52
37,-115
-254,-221
-119,-87
-109,-191
-44,45
259,71
-150,-14
170,-156
74,223
131,-97
-133,-142
286,196
-14,-75
92,-49
229,156
234,79
114,-11
133,-43
105,-217
-78,87
316,97
-84,-143
-42,55
317,-149
374,266
23,-72
148,-131
50,178
221,-34
181,6
37,-18
-31,-61
87,-39
-64,-36
14,-1
140,69
81,116
136,-93
98,135
252,-97
325,216
426,2
624,-28
899,-22
935,127
1220,130
1010,162
849,100
666,169
491,37
366,112
295,117
214,61
259,97
152,73
177,89
163,-17
284,54
168,67
158,13
142,25
121,49
14,81
-7,-15
34,35
-28,6
-14,-12
-39,36
-24,28
23,-75
134,27
94,10
65,-48
104,12
121,12
52,45
71,-46
130,45
58,-2
65,34
153,-14
138,27
88,11
108,0
138,18
95,48
104,-4
119,34
133,21
159,16
118,6
128,-15
85,23
107,-25
132,-3
159,5
118,6
126,5
108,36
98,27
119,23
149,30
142,-1
141,0
122,3
110,27
68,25
101,30
122,0
106,5
119,-10
117,18
82,-2
81,14
61,38
56,53
59,33
42,29
66,30
77,18
68,43
50,53
49,46
51,22
42,26
33,0
49,23
34,12
43,22
60,26
43,28
29,19
51,29
44,38
31,4
20,-15
31,0
25,11
26,20
28,28
52,-4
43,67
24,85
44,89
29,77
25,-5
27,-13
43,8
15,31
39,15
38,70
53,33
52,79
37,6
31,65
46,43
46,37
18,26
21,7
30,49
50,27
46,60
44,78
44,39
23,25
37,50
33,42
34,73
44,48
53,66
42,24
63,6
48,83
31,57
26,53
8,77
64,-5
75,89
38,18
61,86
61,83
51,46
66,92
61,92
22,33
20,25
36,109
35,74
44,17
23,-8
68,60
10,50
33,43
52,119
13,43
45,64
15,64
8,89
36,84
24,60
13,1
57,60
70,142
28,34
55,41
45,10
47,81
50,80
47,45
19,70
78,58
-1,18
29,1
16,58
71,65
24,115
18,83
57,66
63,95
5,97
96,58
96,100
138,65
41,32
82,26
44,65
-56,32
77,85
76,40
114,125
26,77
97,149
-17,-7
24,90
130,132
65,86
-21,59
122,43
48,76
36,67
57,54
9,114
76,-41
-68,19
107,115
115,42
55,70
59,107
-11,32
49,68
109,96
105,182
88,55
70,-118
86,227
93,-11
12,180
46,81
14,58
-12,-86
68,129
50,61
-55,25
105,115
-11,68
27,59
58,7
42,68
68,89
107,184
-71,103
143,-71
13,167
82,56
80,2
-24,83
126,-47
-3,124
58,69
16,9
114,154
78,162
-68,-70
93,164
83,64
60,10
-88,44
148,37
-48,102
90,-41
-76,94
39,186
-4,49
-5,-117
-49,169
76,60
39,19
-64,51
-56,66
131,95
61,109
67,23
-7,181
56,-84
19,44
-40,102
92,23
-28,-57
-17,79
22,247
159,53
224,251
-50,-13
-159,-150
-63,12
140,333
-36,10
70,-116
15,149
0,166
84,-11
120,101
97,83
115,113
-59,-13
84,139
92,190
42,-219
181,238
161,83
181,113
-127,192
24,-54
-64,202
4,111
89,148
-42,-127
105,69
48,111
51,4
119,223
24,15
50,7
112,112
39,205
76,71
75,3
76,14
11,105
74,76
-83,70
49,99
42,17
37,88
19,72
91,56
-12,17
82,40
25,-32
-176,120
-37,-43
-6,48
33,20
188,152
-51,-161
10,136
59,-114
88,168
97,204
93,75
167,57
79,31
1,110
-74,102
141,21
117,1
7,166
9,189
12,-12
0,195
94,-34
-27,61
-61,-15
125,183
-10,1
-131,179
-14,-170
16,256
11,87
-57,-95
-65,-79
-108,141
73,173
12,19
303,341
-79,69
-43,-2
150,-49
-89,-29
-63,107
100,47
-262,98
134,115
-210,215
124,-38
-207,29
-141,-80
-53,159
213,-196
