X,Y
-4,-2
-10,-1
-5,1
-6,-2
-2,-6
-11,-4
-6,-4
-7,-6
-9,-5
-10,-7
-10,0
-30,7
-136,49
-226,92
-244,109
-247,107
-231,102
-209,74
-204,61
-190,55
-184,40
-173,42
-177,13
-157,-5
-163,-28
-127,-75
-145,-31
-166,-27
-159,-33
-188,20
-223,35
-259,34
-255,21
-261,69
-275,61
-249,58
-241,28
-229,36
-245,9
-209,16
-216,12
-245,23
-206,-30
-147,7
-222,-43
-209,65
-245,9
-237,-46
-260,3
-251,28
-277,-36
-281,21
-229,56
-294,-25
-270,-37
-196,-39
-222,-22
-223,-179
-266,28
-231,-53
-316,-13
-177,-145
-253,-1
-259,8
-228,-114
-254,-13
-294,47
-220,6
-231,-87
-338,-55
-275,-90
-247,-27
-242,27
-411,-76
-372,89
-337,-58
-340,114
-262,-80
-334,18
-353,27
-347,-10
-362,14
-318,-37
-404,-35
-247,-51
-300,-50
-364,-28
-246,-50
-295,44
-337,-45
-425,4
-303,-5
-419,-31
-280,-49
-439,39
-284,-111
-303,8
-315,-104
-177,-65
-320,-61
-497,31
-265,76
-350,91
-159,-219
-260,59
-522,-139
-292,-115
-156,161
-446,24
-291,-85
-362,-13
-175,47
-184,-51
-127,36
-284,-32
-61,-145
-129,143
-222,-5
-174,173
27,59
50,-25
-414,-227
-82,107
-193,162
-263,-50
-219,108
-502,-241
-41,170
-401,138
-195,172
-307,155
-394,29
-405,-317
-40,71
-296,156
-335,257
-223,-16
-351,-267
-81,123
-115,-97
-353,110
-484,-317
-535,29
-66,133
-334,0
-561,-44
-380,-137
-290,281
-774,-44
-21,142
116,-193
-24,273
-1057,79
-104,-40
-310,175
-90,223
-37,185
4,-92
-293,-121
-238,43
106,391
86,-17
178,59
-36,-54
-26,173
-162,61
82,157
355,10
-34,-76
5,11
236,-168
-215,188
54,-226
35,556
256,157
-353,-76
40,155
-188,383
165,-25
-469,-65
143,-342
-282,-220
-218,-246
55,122
234,50
635,28
70,90
172,-290
53,345
270,-34
437,105
-443,-108
217,153
311,-234
108,149
71,163
-51,-327
105,251
124,-13
225,110
320,128
179,-125
-176,-40
33,-17
-35,20
-317,140
-180,175
379,224
403,65
282,245
-134,96
310,-2
150,-146
182,-42
163,-227
287,174
-49,82
-203,-217
-352,359
126,102
58,97
438,29
203,205
-189,-36
194,49
-77,261
151,-152
-84,50
138,253
191,-99
-328,47
-688,8
-338,265
76,118
-393,92
-67,-114
665,31
-1,-74
745,-92
-271,102
156,102
-72,-93
-14,155
451,219
69,-19
-71,10
500,-47
277,77
-95,30
507,190
246,-9
37,203
336,51
168,-337
278,245
327,344
554,-211
126,167
488,178
314,357
392,48
428,-145
122,89
589,59
457,424
624,130
107,-93
46,364
655,71
230,-126
424,-24
719,-269
258,385
217,136
228,80
423,-66
393,269
538,-89
585,310
345,-81
256,77
362,123
199,72
497,24
374,-107
231,73
562,156
348,79
460,131
193,226
357,-11
431,153
322,34
538,123
102,141
374,129
301,93
410,108
297,112
258,81
177,169
631,-135
127,130
303,-13
355,163
284,252
253,-69
7,85
465,150
269,175
299,161
193,62
49,244
285,104
259,144
172,112
300,148
294,70
265,160
236,152
205,-37
234,403
325,139
182,134
224,81
306,210
343,147
302,140
342,122
330,156
312,207
387,161
298,135
374,177
254,158
259,217
300,189
323,163
313,145
279,127
295,184
381,128
240,183
246,125
248,147
302,230
227,271
272,144
308,199
235,208
231,230
263,208
282,265
237,261
121,196
195,157
222,201
268,229
329,337
292,166
287,404
263,163
150,285
273,187
124,210
343,230
270,206
234,211
238,459
273,24
189,345
252,239
259,197
309,363
210,309
121,94
249,46
245,141
244,355
508,205
65,197
155,-70
112,366
465,267
121,274
164,465
224,227
302,171
34,146
455,203
276,248
286,267
359,249
246,513
412,176
-232,93
339,187
511,259
116,380
249,238
333,223
751,446
160,260
49,-2
717,431
2,177
379,320
-162,60
436,322
919,603
377,203
330,664
330,-20
-24,297
8,204
30,28
334,312
635,721
-77,102
769,361
-13,73
393,402
69,447
460,-58
148,210
437,161
47,243
78,318
229,420
193,546
713,337
195,71
576,256
167,13
-14,60
378,592
215,31
704,346
193,239
156,200
636,302
258,-123
61,421
333,-36
265,38
516,203
342,113
-434,201
-5,183
290,279
-126,19
84,5
-482,353
593,279
77,311
333,219
32,46
-9,231
256,444
-74,254
-26,313
449,179
96,693
258,-44
155,324
106,-161
-188,348
-434,47
387,-296
764,267
606,-45
230,295
-197,506
465,171
-185,69
101,327
-55,-26
475,10
566,112
20,50
-3,183
448,19
71,-19
17,-290
454,84
570,62
1,111
214,208
-31,96
-87,-81
20,-1
-602,-17
-25,-217
-248,293
113,212
-476,70
-597,113
-13,0
204,102
-507,78
-212,-125
37,184
-151,7
-255,112
100,22
-108,105
-456,-83
137,-73
177,264
-347,-67
-23,18
-184,-241
35,324
-208,-78
230,68
-130,126
199,189
550,280
119,179
100,105
239,149
-318,-43
-14,173
-266,-293
-147,6
578,112
150,-199
-67,-60
119,-72
88,-178
414,-154
179,-13
172,-5
-27,11
370,-287
117,59
350,78
86,-270
-172,84
-93,-155
-432,-164
-223,-101
153,-261
150,66
676,41
-312,-170
194,117
437,-94
-153,-257
909,371
32,80
-24,245
-24,-85
-28,-19
-210,-10
222,-114
-203,-119
-28,-179
-100,-110
-301,-26
141,102
147,-33
159,147
-485,-363
-480,-227
-99,-230
-92,-220
92,-9
-756,2
-186,-199
-65,-103
-353,-200
-540,-236
191,-375
-153,-233
-217,-224
-526,-489
-100,-204
67,32
-553,-385
-164,-299
-373,-244
-47,-268
-502,-215
-764,-153
-44,-105
-28,-116
87,-187
-197,-211
-229,-162
-388,-345
-151,5
-81,100
-500,-292
-182,-358
-568,-301
-346,96
-135,-310
103,-231
-281,-324
-264,-250
-1,-267
-118,-131
-472,-428
-23,-287
-316,-256
-595,-335
-81,-478
20,-154
-720,-667
102,-312
-319,-199
-414,-273
-264,-164
-762,-291
-17,-86
-499,-331
107,-208
-424,-109
-435,-290
-429,-342
-374,-330
-394,-459
-95,-35
-296,-506
-706,-129
-383,-549
-338,-286
-245,-234
-231,-255
-339,-186
-11,-230
-332,-130
-13,-234
-484,-320
-485,-21
-361,-406
-364,-225
-430,-103
-400,-321
-299,-225
-395,-319
-408,-266
-320,-294
-272,-27
-536,-128
-381,-415
-229,-167
-341,-214
-423,-309
-224,-290
-411,-329
-493,-385
-235,-237
-221,-183
-403,-225
-404,-219
-237,-299
-234,-328
-371,-280
-229,-288
-249,-169
-243,-166
-311,-276
-217,-277
-371,-263
-370,-188
-122,-253
-243,-136
-190,-280
-284,-256
-377,-240
-248,-177
-206,-268
-352,-201
-223,-260
-354,-147
-374,-234
-427,-216
-319,-193
-361,-180
-439,-243
-366,-135
-355,-135
-361,-173
-323,-139
-366,-188
-290,-195
-354,-129
-297,-178
-325,-122
-287,-131
-315,-185
-276,-146
-299,-150
-277,-167
-307,-163
-277,-181
-259,-134
-281,-152
-249,-139
-258,-132
-254,-135
-245,-150
-220,-140
-218,-132
-226,-143
-224,-138
-200,-134
-187,-131
-199,-124
-191,-147
-175,-149
-165,-154
-144,-147
-122,-136
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
