X,Y
13,-10
37,-3
29,1
7,11
0,7
-1,5
-6,4
-12,14
-22,17
-14,9
-12,19
-16,22
-32,22
-28,22
-30,26
-30,28
-45,24
-40,35
-38,20
-18,23
-13,28
-23,29
-41,31
-39,24
-40,29
-47,23
-42,17
-22,16
-2,20
3,16
21,4
12,14
4,8
-1,9
0,17
6,11
10,12
2,15
6,13
11,14
20,10
-3,6
-3,0
-4,-1
-3,8
4,11
17,10
19,10
19,12
28,27
40,20
32,26
40,26
31,25
18,20
18,20
37,12
26,9
21,19
35,17
39,16
48,18
35,24
27,15
51,22
61,24
54,24
45,16
76,22
95,31
64,25
53,13
67,13
51,35
58,35
72,40
70,57
68,34
81,15
52,29
72,18
59,29
74,29
38,-10
68,10
90,44
116,68
94,43
106,55
99,51
111,62
113,52
68,55
82,60
130,56
76,48
65,68
102,45
70,53
90,47
108,58
92,63
92,10
85,80
94,20
92,52
105,35
88,71
69,4
111,23
81,35
95,-2
122,58
95,-10
96,56
75,26
118,-22
93,46
68,68
110,-49
53,54
43,6
59,14
37,54
69,43
43,5
25,-29
63,69
48,24
58,62
21,24
13,-16
-1,10
59,24
81,0
0,50
29,33
19,19
39,51
10,18
-5,21
10,58
26,1
-26,-29
-35,70
60,38
14,45
14,7
2,60
35,66
4,10
-9,24
-19,-17
-2,16
1,12
-53,66
19,28
-9,10
-38,26
-17,63
47,45
-1,35
46,20
-37,73
-18,25
-10,48
-38,48
-50,17
-11,38
-3,15
10,34
-93,19
17,28
7,39
17,30
9,66
31,60
-17,40
53,-5
-38,10
24,-24
-7,14
5,4
-41,59
84,-1
-6,94
76,0
10,107
48,37
100,-21
18,23
62,30
47,26
30,20
15,8
70,-47
22,66
76,-37
17,18
107,41
27,1
64,4
128,52
80,21
54,66
79,-26
68,53
77,-26
58,-11
95,70
82,-21
99,15
45,52
106,3
77,101
103,57
29,-27
52,66
72,60
11,5
83,28
83,75
121,94
56,136
-8,-53
83,142
-47,-7
154,48
111,101
25,29
-8,17
63,-9
49,88
84,19
57,31
-31,-87
17,69
78,63
-6,-20
120,-5
-17,139
63,-29
20,52
111,11
51,89
-65,5
-56,5
40,19
8,62
45,60
13,55
59,41
88,66
34,63
-26,153
8,-5
-14,18
1,27
6,-37
101,5
-27,164
113,-107
-17,99
-58,-35
88,48
-35,58
101,-101
-26,69
-50,-16
43,16
55,13
57,56
33,88
-2,26
-16,-6
77,49
-63,70
-13,-25
-5,-32
-20,-28
76,52
22,80
-39,15
-51,-20
8,-42
22,64
2,23
56,-22
-22,70
-59,45
22,108
-62,60
80,29
-4,75
-79,46
94,110
121,0
82,73
48,87
-3,-10
-9,-8
-36,-5
60,65
-61,31
48,23
22,69
18,20
7,-5
-30,72
-56,-57
-41,64
48,115
26,18
30,10
-1,32
-58,-76
43,-2
45,53
18,158
5,3
18,53
-51,60
-1,19
-96,15
22,100
31,-71
31,51
13,21
30,-47
34,101
-13,0
-44,-56
17,44
10,153
51,36
-39,-55
36,-129
126,249
-64,-26
57,-31
79,60
57,46
1,40
37,-20
47,-44
62,43
-42,67
15,-14
7,89
187,21
-48,52
52,9
7,24
72,-32
1,145
105,-46
30,-23
93,125
0,-80
19,-44
15,104
76,10
-34,104
-116,-32
106,12
-60,0
0,-6
247,-55
-41,90
-35,-33
-58,15
142,-5
82,57
37,84
-18,82
15,66
118,-14
43,91
13,61
-93,-16
-73,20
-16,-20
-29,36
-54,-20
10,-1
57,182
-47,83
-40,-75
22,3
-117,97
13,-26
18,221
-87,9
26,21
-38,89
-62,198
-160,-54
34,7
70,203
-61,96
-122,-61
-24,-42
32,120
-155,-69
18,73
-88,21
58,-35
-87,32
-8,-83
-166,34
-136,-69
-86,93
11,-97
-195,51
-11,-1
-157,46
-33,3
-71,40
-45,14
-32,107
-121,-72
-66,150
-78,-74
-141,71
-113,-27
-130,-82
-13,-27
-84,-28
-200,46
-99,-27
-60,-14
-94,-92
-87,-18
-138,33
-171,40
1,-74
-100,165
-173,-61
-100,14
11,21
-36,200
-176,-69
-49,29
-174,-65
-57,89
-149,-69
-67,46
-82,-21
-52,-10
-109,-37
-22,17
-85,-25
-141,50
5,-61
-131,110
-111,-62
-103,5
