X,Y
44,-9
-4,38
-6,24
1,18
20,19
5,36
-55,-11
-49,49
3,16
-36,26
1,8
0,21
-15,8
-27,23
-49,28
-40,26
-42,17
-31,22
4,25
-5,26
-17,14
-27,24
-12,29
-40,-2
-48,18
-36,16
-31,6
-42,9
-51,5
-50,9
-6,12
-26,16
-7,6
-34,11
-60,-10
-28,3
-45,10
-68,-1
-32,8
-49,4
-44,-1
-37,10
-34,1
-29,6
-41,-2
-54,1
-24,0
-30,-11
-36,-6
-30,13
-11,8
-17,7
1,5
-20,-2
-36,-2
-18,1
-6,5
-6,4
-18,17
-14,-2
-1,7
-17,-8
15,-12
7,1
21,-17
1,2
18,4
20,10
23,4
-25,10
-11,3
2,-4
19,6
17,2
7,9
28,5
21,15
56,-5
40,7
25,-2
23,-2
30,11
24,6
34,4
15,16
44,16
44,25
58,20
14,24
43,5
46,30
44,18
41,14
39,35
38,-4
54,20
59,20
92,25
63,24
93,35
55,1
99,16
82,3
56,23
71,19
116,28
101,11
74,33
102,44
108,-1
133,23
47,47
94,7
73,44
92,15
63,31
96,14
72,31
108,20
105,30
107,19
93,19
81,11
118,0
95,25
90,18
132,8
89,-11
113,29
133,50
42,2
91,30
96,2
83,36
107,5
134,45
100,42
88,26
105,15
100,39
85,19
86,37
89,5
86,31
101,-13
107,66
175,25
92,73
92,29
122,-8
88,30
63,69
116,11
136,75
78,27
79,24
113,-1
59,86
141,56
32,119
64,22
74,-89
146,42
108,3
49,33
78,21
120,2
44,49
145,23
62,62
50,14
64,111
125,-13
92,35
118,25
79,69
71,2
-13,50
30,2
12,94
47,-7
9,17
85,84
60,3
64,68
53,65
60,-13
-16,49
42,24
92,63
31,76
67,96
-11,61
73,45
-52,16
77,29
26,37
75,20
34,90
61,90
74,48
69,75
-26,148
104,-2
9,64
44,27
39,48
136,96
42,47
46,10
78,59
98,106
119,75
1,-25
105,50
104,10
121,14
80,146
42,9
-16,125
141,5
112,56
88,58
159,35
26,126
49,106
98,85
82,103
64,87
107,5
57,65
138,87
109,100
69,77
63,91
126,25
22,-8
14,52
207,159
15,65
113,-118
95,109
94,-88
97,79
61,150
34,8
149,75
75,132
195,163
158,21
113,49
176,31
193,57
-57,77
227,102
81,16
-41,144
256,7
238,236
146,131
180,159
-55,178
183,-76
-49,203
86,129
103,-70
167,219
-21,1
32,39
156,158
198,-26
41,302
-13,54
-87,41
100,99
94,108
-82,53
-116,-77
55,101
-28,94
47,164
131,-19
20,223
-3,5
34,74
44,112
177,136
114,56
136,73
-136,-102
-29,29
180,3
77,228
-71,16
-159,-23
40,-1
17,10
-89,89
96,15
-39,74
56,-113
46,197
63,66
55,156
-83,-44
32,94
-5,34
-85,43
-82,60
20,-76
1,131
-131,114
8,37
21,55
135,179
-61,180
3,-68
-53,327
74,6
-147,31
-43,-25
-61,18
45,237
34,176
74,-2
-26,173
-8,134
-110,69
-148,19
-26,-22
-107,74
-189,-31
8,69
-82,-20
-22,-9
-368,67
23,-6
-267,24
-23,36
-136,-26
-47,59
-179,117
-51,260
108,-38
-52,122
-146,-60
-67,95
85,300
-18,-25
-181,161
-61,-95
-42,-80
-114,-41
242,180
62,116
-105,24
-166,-78
65,31
-141,116
