X,Y
38,74
45,111
36,47
39,129
51,65
39,105
72,78
99,119
41,87
84,74
105,138
57,44
140,166
47,47
119,83
75,95
101,58
54,60
102,138
106,86
178,98
76,93
158,80
139,87
147,31
213,204
154,29
163,146
181,132
191,114
126,121
168,93
162,123
176,106
190,149
156,63
173,245
149,55
225,177
143,136
134,117
105,125
143,101
153,235
81,45
237,90
133,120
66,6
121,168
97,45
157,118
48,139
177,132
232,142
60,105
123,183
178,185
103,102
170,100
102,94
155,197
50,120
11,1
186,193
157,31
67,136
123,26
120,252
63,96
41,12
24,38
186,206
56,87
33,21
23,171
138,155
13,103
85,175
43,83
85,161
11,196
45,29
167,244
116,160
0,-22
31,149
-89,27
111,93
208,185
-118,48
140,33
33,178
155,139
100,146
50,86
-14,46
-15,154
-16,-12
56,61
76,169
-34,98
255,300
206,117
62,143
-10,168
183,28
2,182
-29,97
225,220
-9,-33
90,160
98,157
222,180
-118,125
-42,65
98,251
72,158
58,222
10,17
121,289
121,101
13,235
150,88
212,258
112,181
123,353
232,177
98,147
26,89
-68,207
49,40
4,161
-24,220
13,8
93,43
141,205
-110,282
267,296
57,183
36,231
-58,35
-34,209
-103,-130
133,379
81,48
-36,74
-111,279
22,120
-9,194
58,287
-82,23
-27,38
-90,300
29,305
-56,234
-85,258
-25,232
13,59
42,165
-144,101
-49,167
-142,267
-9,96
86,237
-71,212
-178,172
2,236
68,168
54,180
-249,78
-201,-181
4,235
-23,181
-142,173
-243,52
-40,39
-209,73
-14,326
122,298
-5,241
-64,205
-257,-74
-36,398
-33,345
-36,55
-17,413
145,-78
-287,172
-234,29
-225,69
30,309
-69,200
-168,117
-180,307
108,174
-207,256
-101,23
-284,-44
-127,205
-10,222
-5,80
209,283
-36,24
-56,206
-55,122
-97,377
-24,134
-52,38
-59,79
60,269
-78,-24
28,224
-103,13
-303,152
-80,140
-86,152
100,193
-163,-67
-254,162
50,181
6,267
-74,70
75,364
-40,269
121,65
-76,127
100,265
-200,35
-61,240
-298,114
-48,72
-105,146
-96,191
126,-32
-194,129
-244,22
-242,185
-144,208
-346,-111
-107,153
-71,213
-325,198
-225,78
-212,-96
-337,38
-106,28
89,436
-78,35
-299,44
-172,8
-304,-119
-247,-35
-98,349
-368,-107
-465,104
-59,172
105,431
-131,-25
-7,126
-393,38
-53,150
-177,147
-95,107
-340,148
-330,58
-275,-16
-565,-101
-267,33
