X,Y
-174,-77
-166,-40
-185,-31
-194,-76
-159,-82
-204,-50
-241,-28
-212,-117
-178,-77
-203,-126
-240,-15
-220,-124
-217,-82
-272,-110
-218,-65
-171,-146
-254,1
-199,-123
-208,-46
-181,-71
-216,-60
-223,-85
-255,-12
-220,-122
-260,-97
-262,-81
-231,-98
-265,-38
-238,-203
-176,-105
-227,26
-208,-196
-205,-57
-218,21
-257,-229
-187,-12
-180,-64
-278,-67
-282,-171
-198,33
-282,-136
-322,-110
-190,-62
-179,18
-172,-245
-254,-40
-146,71
-163,-186
-170,-16
-117,-120
-126,-225
-254,-9
-172,-205
-183,-86
-81,-74
-146,-56
0,-76
-122,-45
-166,-126
-50,-82
-140,-33
-55,-161
-139,-18
-76,-117
41,-118
-4,-116
-151,-81
-28,-136
-76,-155
-68,11
39,-122
-185,-81
-139,-188
44,-29
151,-155
-122,-41
5,-67
-36,0
-114,-133
-152,-70
-31,-161
-70,-102
-62,-122
-61,-150
42,-55
-40,-249
-39,-113
45,-177
-31,-103
-89,-130
-5,-133
18,-138
25,-45
-20,0
-47,-104
49,5
95,-109
74,-143
-3,-100
121,-99
76,-34
93,-150
71,-144
63,-214
61,-157
74,-33
83,-56
178,-139
-2,-164
9,-99
138,-57
130,-186
90,-114
-14,-77
110,-107
145,-41
67,-111
261,-46
85,-117
100,-29
173,-174
187,-84
164,-13
130,-102
248,-196
-45,-95
318,12
270,-81
93,-70
105,-241
87,-49
159,-66
156,-83
292,3
93,-147
237,-46
75,-68
216,82
234,-247
144,-32
163,-172
174,12
48,-162
169,-143
171,26
219,21
168,-264
138,-55
103,-71
232,92
271,-128
95,17
173,-73
243,-94
260,-135
223,221
239,-64
63,-20
224,-14
184,-217
160,168
264,-27
171,-72
84,-15
232,-12
317,-71
224,52
178,-94
230,70
193,-21
119,-109
171,-77
145,-11
193,19
229,-112
165,-31
275,31
216,22
285,-75
178,60
245,-23
82,-51
165,18
303,-33
279,109
140,-35
237,-73
162,-75
39,-95
128,-59
154,-82
111,-1
214,39
174,37
211,30
140,-98
223,150
242,-126
96,64
262,-60
189,113
177,-93
198,-12
54,7
214,21
138,24
183,33
237,112
289,-61
146,84
226,19
287,1
211,4
193,148
266,-37
182,-43
189,125
196,-22
192,47
121,1
264,-144
198,61
242,75
101,-59
215,76
122,78
235,84
157,40
238,55
345,154
263,132
196,-72
179,81
232,11
218,69
165,56
226,18
255,147
143,-41
252,155
237,106
182,2
212,-17
310,78
127,39
140,-13
173,31
82,78
354,41
127,132
233,143
160,-74
84,59
156,69
176,9
174,-62
339,232
222,55
173,32
219,-50
205,77
37,87
163,-10
166,215
292,46
232,4
204,238
63,-4
98,115
318,49
198,121
238,170
296,-69
253,247
194,-33
180,138
338,160
257,51
198,105
161,64
172,245
162,-109
154,130
319,166
286,124
88,114
284,156
235,101
236,98
240,64
256,128
250,6
160,133
320,172
141,210
270,113
134,50
141,88
195,224
178,-1
285,56
330,99
198,61
175,215
16,253
80,62
55,136
244,-111
132,328
188,-87
278,171
161,161
194,152
163,-39
156,132
306,100
123,3
154,183
304,74
147,69
154,99
133,225
181,224
280,5
138,426
229,-54
201,188
194,114
376,131
31,37
98,197
222,143
283,119
220,169
243,291
346,228
187,273
257,11
41,162
233,-29
-71,245
343,222
238,142
370,298
171,131
185,1
113,23
61,243
83,162
-74,170
167,147
116,168
-67,46
48,324
44,33
62,362
87,66
323,193
192,294
117,158
37,240
82,106
46,226
59,94
54,100
237,343
61,145
361,257
36,273
14,47
113,371
201,-60
25,366
-76,165
274,127
107,227
-44,41
-50,160
171,181
-10,242
-123,164
3,115
100,237
-14,163
-13,309
32,196
40,67
-103,298
-45,80
-13,356
-50,311
-99,120
-118,86
-167,110
-188,356
6,13
-361,282
-102,92
-91,214
-190,-1
-141,446
-334,15
-50,272
-118,119
-23,149
-304,32
-182,57
-273,269
-323,-48
-82,105
-390,142
-232,9
-318,19
-156,149
-107,161
-260,190
-469,-68
-111,159
-351,35
-280,-1
-343,228
-355,-73
-309,144
-449,99
-287,80
-353,137
-283,93
-347,86
-409,122
-340,2
-277,124
-426,-8
-318,-102
-309,72
-442,76
-365,123
-241,26
-308,-21
-440,-43
-484,172
-400,-22
-434,-14
-409,70
-320,-73
-482,-8
-448,-24
-489,-9
-430,49
-490,-60
-504,-42
-422,-15
-431,-8
-513,-15
-540,-79
-469,-16
-514,-19
-546,-51
-530,-52
-502,-3
-509,-84
-508,-3
-540,-95
-554,-76
-555,-68
-561,-69
-580,-59
-552,-74
-559,-80
-524,-85
-495,-106
-511,-146
-490,-135
-436,-201
