X,Y
-30,-100
-43,-117
1,-109
15,-26
-5,-69
-29,-59
-49,-116
-91,-83
-58,-122
-110,-84
-83,-188
-44,-45
-59,-129
-39,-46
-141,-127
-59,-102
-65,-90
-57,-111
-79,-85
-38,-99
-63,-97
-111,-205
-100,-121
-116,-168
-140,-114
-27,-151
-72,-165
-87,-153
-49,-45
-100,-91
-122,-108
-58,-144
-96,-135
-140,-98
-48,-153
-97,-40
-91,-140
-123,-139
-135,-160
-94,-102
-85,-119
-120,-71
-95,-85
-126,-57
-89,-130
-80,-28
-95,-137
-111,-57
-118,-123
-136,-59
-147,-105
-123,-88
-134,-56
-101,-154
-141,-34
-161,-98
-118,-91
-98,-122
-164,-59
-151,-150
-80,-49
-79,-48
-102,-72
-29,46
-101,-63
-33,-36
-55,-25
-121,39
-84,-30
-85,-117
-53,-47
-99,36
-61,15
-129,-175
-120,-106
-32,1
-107,-115
-128,-79
-69,-49
-141,-21
-78,77
-107,-8
-73,-63
-152,-85
-70,37
-150,122
2,-79
-133,45
-92,-47
-148,26
-127,-27
-84,-144
-123,84
-92,-50
-93,-36
-218,21
-167,-7
-73,121
-91,-26
-132,21
-203,92
-18,-45
-129,18
-87,-45
-53,25
-63,36
-166,-16
-105,-35
-70,-32
-107,81
-90,89
-117,-49
-72,5
-47,-21
-90,92
-7,87
-66,4
-112,111
-137,-98
-68,86
-56,102
-22,69
1,19
22,58
-28,109
-95,83
-111,-63
-95,65
30,-7
-51,41
-87,140
112,55
-92,75
-25,-2
-124,-14
39,137
24,-36
32,201
68,218
-14,-12
-61,25
-30,148
-44,34
-95,76
-77,29
-48,82
-8,43
-35,24
-69,251
-11,37
-2,36
-23,26
-21,159
-53,96
-92,-2
-118,55
-110,0
-187,148
-114,-50
-56,26
-77,116
-78,90
-145,138
-65,-19
-39,99
-151,97
-69,74
-164,78
-120,100
-205,126
-160,-23
-68,39
-129,0
-106,68
-113,22
-89,18
-87,116
-73,141
-67,72
-12,-32
-87,60
-57,29
-49,49
-44,105
-94,78
-123,103
-34,62
-98,20
-82,61
-20,133
-97,29
-42,45
-22,136
-76,110
-5,46
-79,172
-83,-1
-44,93
-59,74
-111,55
-35,1
-63,183
-93,22
-98,120
-97,95
-50,107
-43,108
-71,61
-39,27
-53,86
-40,94
-106,113
-81,158
-102,110
-62,-1
-33,81
-115,71
-17,128
-120,73
-107,80
46,135
-96,100
-110,101
-131,3
-37,177
-115,64
-20,32
-116,47
-111,74
-72,96
-169,52
32,156
8,28
-60,58
-29,134
-39,115
15,77
-86,108
-118,170
-115,20
-73,95
-101,96
-36,135
-95,81
-83,75
-63,46
1,106
-103,96
-46,131
-82,53
-100,159
73,125
-50,160
-26,57
-34,217
-72,-25
-120,75
-42,196
-9,41
-26,192
-21,90
33,85
43,85
8,197
-61,72
-8,254
-1,2
-38,113
-67,87
-103,43
-34,128
23,51
-103,192
-31,104
-74,141
-20,60
-114,88
21,121
30,204
140,112
-51,72
-61,205
12,145
-70,-43
-118,108
-135,107
36,145
-107,64
-76,143
45,135
-19,169
-24,124
-42,175
24,180
-45,55
-9,82
13,34
-21,130
-5,75
-67,137
38,87
12,225
-32,204
-10,78
