X,Y
-56,-70
-68,-87
-75,-48
-108,-44
-117,-39
-94,-22
-91,-40
-97,-28
-104,-31
-112,-41
-98,-64
-112,-28
-114,-47
-107,-71
-104,-38
-113,-31
-97,-64
-108,-49
-117,-57
-116,-61
-103,-47
-113,-70
-101,-52
-125,-74
-123,-48
-118,-70
-136,-82
-123,-51
-124,-59
-108,-72
-108,-57
-161,-66
-120,-77
-111,-57
-140,-58
-171,-69
-155,-101
-145,-139
-144,-115
-147,-119
-146,-125
-158,-124
-135,-145
-182,-170
-149,-148
-176,-125
-150,-164
-156,-144
-191,-144
-154,-200
-168,-108
-171,-142
-208,-224
-178,-109
-243,-206
-192,-209
-226,-134
-222,-212
-205,-165
-281,-192
-223,-212
-232,-124
-205,-161
-225,-198
-250,-160
-300,-128
-231,-182
-304,-274
-262,-113
-216,-142
-128,-93
-260,-167
-198,-159
-192,-82
-124,-108
-150,-116
-214,-92
-219,-63
-175,-173
-282,-82
-249,-234
-395,-157
-237,-52
-286,-139
-171,-125
-158,-141
-365,-119
-81,-58
-105,-125
-149,-53
-168,-31
-326,-215
-173,-33
-175,1
-333,-80
-158,-95
-210,-121
-101,-95
-243,26
-208,-4
-266,-136
-145,-33
-287,41
-151,-124
-481,-120
70,-6
-183,0
-306,-56
-310,137
7,257
-173,-97
-128,-234
-122,88
55,-31
184,162
-130,137
-84,113
-105,30
-245,139
18,173
-51,351
-165,64
-166,375
-163,94
-283,126
-321,303
49,217
-204,248
-14,176
-217,433
-35,326
-277,226
-58,461
-116,220
-343,343
-67,227
-338,258
-34,394
-69,358
-45,367
-519,140
31,373
-287,92
-105,167
-165,82
-56,180
-243,31
8,27
-85,-38
-326,-170
-120,-35
-196,-35
76,32
-260,-174
43,-139
72,103
-37,-72
85,-134
102,-87
-43,143
81,124
127,141
-243,26
-57,139
-191,79
-50,149
-54,127
56,-48
-158,94
-323,153
101,153
-66,229
110,-73
105,94
-264,95
-145,103
61,197
187,250
14,203
-247,353
-8,167
-179,181
-132,276
-62,205
20,366
-175,432
-303,118
-221,89
-16,322
-172,528
-48,77
-98,403
28,315
67,284
-107,334
142,317
-430,181
-30,260
-49,505
-94,180
-30,411
26,335
107,382
66,322
17,201
223,347
-24,420
158,228
36,344
-13,336
24,563
-90,457
-12,156
34,431
56,371
420,303
-333,389
95,389
27,346
-257,113
-195,510
239,437
-90,135
203,565
53,298
