X,Y
25,-93
8,-73
5,-112
-10,-129
9,-57
-19,-72
-47,-98
15,-95
-41,-84
-2,-37
3,-61
-75,-128
-35,-78
-37,-143
-63,-144
-60,-68
-60,-81
-13,-25
-38,-150
-36,-135
-95,8
-7,-73
-60,-48
19,-65
-66,-101
7,-129
-6,-2
27,-159
-70,-88
-30,-44
-31,-97
-45,-116
28,-44
-13,-120
-8,-39
5,-81
13,5
-5,-192
7,60
-17,-207
-25,-37
-18,-31
-14,-124
20,-60
-2,-110
-40,-96
60,-27
-38,-192
15,-22
-15,-174
15,-30
-12,-84
-11,-112
-54,-107
23,-45
-32,-12
6,-38
32,-163
-41,60
3,-42
85,-56
24,-135
10,-37
45,-81
44,-32
50,-137
-12,-147
-59,-23
32,9
-1,-116
55,-87
-24,-85
-55,-38
47,-14
59,-201
-7,29
-2,-29
65,-92
24,21
27,-108
15,-35
36,-78
26,49
2,-84
114,-34
-45,-84
35,-32
43,-76
-44,-21
82,-88
79,-69
20,20
51,-136
15,-39
92,-163
20,103
50,-129
44,-41
-16,-182
-17,1
15,-131
20,-12
117,-146
-119,59
69,-167
-52,74
37,-291
-5,10
-64,25
73,-116
15,-12
46,-125
7,-17
20,-67
108,-19
-12,-49
7,-93
2,-216
8,10
48,-123
52,-93
-35,56
30,-74
72,121
46,-62
99,-114
28,-55
74,95
6,-88
21,88
21,-150
-51,-119
108,45
-141,-65
-9,-119
34,-124
-37,96
134,5
-65,48
13,-103
-9,74
46,-87
-18,135
84,-110
41,-81
1,5
-43,35
18,28
98,-60
32,7
-51,-134
-44,-91
-71,-75
23,88
83,60
3,70
-125,-42
-82,134
60,-253
-127,118
-17,-47
3,-52
74,72
-56,-125
-109,93
-2,-18
-22,-85
32,-30
-23,17
-16,31
-49,62
-34,-40
72,-54
-120,-50
-58,19
-14,-124
-94,94
-21,4
17,-15
58,78
61,20
14,-3
-13,-43
61,-93
-109,81
-50,-7
-25,34
5,-90
5,28
47,27
-5,-66
3,-82
64,-51
-80,89
-8,-32
-98,-129
31,-89
-119,-27
186,55
9,-133
-56,-33
-34,-56
64,136
-46,-83
-81,-76
9,-81
-19,-59
-42,111
-33,-114
59,-98
23,-51
-74,26
-91,-68
-35,-145
41,23
-28,25
-45,29
-14,-178
116,8
-110,85
-92,-210
-162,100
-161,-29
20,-79
-48,20
-70,100
-14,-103
-61,-13
-96,95
37,-21
-29,74
-200,-53
-166,-139
-37,100
34,-177
-56,129
-27,-282
54,213
30,-130
-50,70
74,-28
24,30
-58,-80
-70,4
-92,37
158,-59
-99,3
-97,-111
18,138
-3,95
78,23
-40,66
-74,-50
41,-33
-29,-33
96,22
-3,-38
52,-36
51,-42
15,45
36,37
-114,-79
-25,87
-59,41
-96,-109
-122,-10
-16,41
55,-93
-212,41
-66,-188
122,-26
-70,91
36,-148
-83,-47
9,-87
73,-87
59,63
-81,-52
89,-27
95,-41
39,-88
-78,-118
277,-39
94,63
91,-140
-6,98
-81,-131
-24,-116
157,53
187,-75
-141,41
-70,-141
104,103
65,-68
-113,26
-35,127
-36,267
85,-170
-41,112
-18,142
-187,-99
10,-76
48,117
-66,156
-64,157
78,-52
62,152
-113,-121
-31,39
-60,85
166,40
-61,79
-101,-80
-6,64
-18,-28
-140,-12
-69,14
46,86
-62,207
-27,-70
-44,110
-67,-182
-41,213
61,-43
-103,-5
-31,44
-14,-174
40,218
-93,-91
63,54
-27,59
80,55
-65,-8
-58,3
69,54
-67,13
100,-51
37,27
-36,-115
42,12
99,46
80,-41
-54,-12
126,95
-43,-157
61,-11
52,107
67,40
-115,-8
46,-107
38,135
106,54
43,-48
-56,170
26,-50
52,85
-13,-7
-13,38
164,-82
76,-51
190,104
0,-48
45,-36
77,-1
-6,153
101,-133
14,131
48,48
-33,-92
-87,16
107,13
143,95
163,-5
20,-43
117,205
-5,-103
70,96
-146,1
-27,119
85,-45
73,22
-37,15
-14,-82
28,35
141,91
-70,158
-13,-57
104,85
-78,-46
-20,110
40,137
-30,19
-1,142
146,30
-58,44
127,27
55,144
16,-159
-40,34
-20,18
-66,226
-2,-133
-7,168
-69,-126
0,-74
-69,62
87,205
81,4
-62,124
-32,-80
-39,125
58,217
8,-40
-52,151
54,-10
-21,15
-75,55
-121,-12
-99,43
-45,140
50,-3
-64,-131
20,212
1,24
74,49
-12,-28
41,14
-83,100
15,-27
-63,-45
90,72
-75,-24
-51,89
-9,42
-105,99
31,-133
66,203
146,105
49,34
43,36
-3,105
136,109
113,-17
107,63
43,36
-4,-89
21,144
69,18
111,-37
98,108
43,-4
43,60
13,71
-54,15
58,-52
32,25
55,124
71,2
52,10
-23,22
50,1
25,87
19,-30
-24,55
102,64
-29,-20
16,168
45,-18
-109,119
1,-60
3,-16
-19,-15
29,71
18,54
-25,47
-60,53
16,-97
-2,92
-87,104
43,-40
-44,145
24,-3
-25,66
-17,52
-58,179
55,-101
1,132
1,59
-24,157
-60,-28
10,67
-27,103
49,19
-40,59
-39,-3
-74,145
-36,-26
-81,185
33,2
-23,102
55,57
64,37
9,78
-14,-11
23,147
-32,81
28,120
-13,9
-42,39
-26,30
26,60
-34,-84
48,94
2,31
2,68
-30,43
34,28
-23,-28
17,35
-5,114
-15,24
-21,60
12,-64
-100,-15
45,123
8,-22
-21,59
-24,133
26,-57
-7,44
34,100
-22,6
-4,31
-61,26
23,47
-56,78
15,-66
-2,70
-12,-23
-10,115
5,-40
37,22
-74,51
14,68
28,105
-6,42
-55,52
-32,109
-12,41
-49,-6
-33,12
-15,77
-39,82
-57,35
1,-32
-79,121
-31,66
1,65
-26,52
-39,27
-27,96
-36,-41
