X,Y
-23,-42
7,-44
7,-31
16,-21
15,-30
9,-35
6,-42
1,-45
0,-33
-2,-44
0,-45
-9,-44
1,-45
3,-34
-10,-40
-3,-50
1,-48
5,-38
5,-46
10,-47
18,-33
13,-38
15,-35
5,-25
-1,-22
7,-30
14,-26
19,-40
20,-45
16,-35
25,-45
28,-44
31,-68
30,-81
26,-90
24,-76
25,-59
28,-63
23,-49
17,-57
16,-43
14,-30
0,-60
15,-59
12,-47
8,-57
8,-73
-9,-43
6,-52
0,-72
21,-78
16,-85
8,-106
1,-107
-2,-81
6,-83
9,-87
9,-69
9,-68
13,-84
13,-66
8,-59
2,-68
5,-76
5,-31
18,-50
16,-59
8,-76
6,-27
-1,-33
19,-101
0,-67
25,-64
-2,-95
20,-89
-1,-68
27,-58
6,-75
16,-86
3,-75
36,-88
28,-91
2,-71
-9,-86
34,-97
-3,-59
15,-84
7,-96
14,-38
6,-27
8,-131
6,-47
18,-36
8,-43
42,-98
13,-60
7,-104
-8,-42
25,-88
15,-88
12,-103
-10,-57
43,-95
-14,-35
8,-28
23,-99
9,-63
6,-18
21,-40
36,-79
20,-69
5,-76
12,-34
-4,-84
0,-44
32,-94
-14,-38
19,-27
-23,-86
7,-63
-15,-41
-5,-36
6,-95
-8,-96
-17,-6
12,-95
-11,-56
22,-30
-3,-86
-26,-75
0,-8
-18,-114
-24,-57
-10,-53
0,-67
-14,-45
-31,-55
30,-71
-36,-61
-24,-56
0,-37
14,-72
13,4
-41,-131
-36,-79
-5,-43
-3,-72
-4,-52
19,-74
26,3
19,-89
16,-71
-11,-58
-20,-36
-41,-68
24,-36
-3,-65
39,-119
21,15
-32,-40
-15,-84
36,-111
-14,22
-5,-150
-42,17
-14,-109
-20,-47
-20,-59
40,-2
-10,-67
-9,-33
22,-52
-2,-96
1,-7
20,-45
-5,-33
-30,-76
1,-52
-40,-95
-39,-8
17,-52
-26,-2
-3,-76
-7,-52
-19,-57
-33,29
24,-123
-11,-61
19,-26
-32,-2
13,-77
18,-71
-25,-7
31,-2
24,-89
-6,-32
-10,-53
-82,-73
-2,-30
-26,-55
36,-57
21,24
43,-71
5,-23
-22,-117
26,-72
44,-5
15,-26
10,-47
4,-27
71,-81
1,-22
-31,-27
13,-27
-18,-24
33,-89
-25,24
21,-80
21,-41
-15,8
-17,-143
-24,24
-12,-99
4,-57
-3,6
-10,-47
-40,-38
-11,-46
12,-94
-56,-27
-37,-42
-1,-1
-26,-99
4,-25
3,-11
0,-45
-46,-69
-64,16
3,-119
-29,-21
-38,-56
-3,-49
-29,-27
-55,-36
-20,-10
-48,-89
18,-17
-43,-27
-32,37
7,-34
-36,-28
-47,-47
-17,-87
-38,-13
-8,-74
-53,-27
-58,-6
-18,-77
-22,-19
-21,-56
-24,-40
-14,4
-60,-18
16,-11
-45,-76
7,-56
-74,-4
-16,-167
-20,-23
-6,-57
-76,-87
-9,20
-35,11
-61,-127
-124,-60
-91,-105
-2,-7
-16,19
-72,-38
28,-39
-7,-12
-14,39
75,-112
-109,-106
-76,17
-13,-26
45,9
-7,-7
-25,-96
-50,22
-63,-82
28,-98
-23,58
-31,-171
-46,25
-30,-126
-21,-2
-101,-29
28,-31
-79,-58
-29,29
-3,-103
90,41
44,-18
76,-35
-28,94
60,-119
63,-3
-20,-33
9,-112
3,54
-89,-59
7,-18
-39,-5
68,-110
-16,74
69,-134
-51,-9
-20,13
-83,30
28,-129
-50,-23
-15,57
20,-9
3,98
78,-66
-49,-64
52,-18
2,5
-6,-22
-27,-45
5,-42
-31,23
-31,-51
-3,-33
36,-14
-24,-111
-30,41
69,42
48,-19
51,-83
-23,15
13,108
19,-157
17,101
23,-63
0,14
-72,-88
-51,28
-40,-10
1,-74
-32,31
-24,-16
51,-53
21,20
30,19
28,-42
-21,-13
-54,23
10,-73
2,33
3,-9
-76,-53
-11,-40
-62,2
17,-26
-48,-53
-8,-45
31,8
-76,-84
-21,63
-74,-42
-11,-4
-6,95
-45,-116
-73,4
-2,3
89,61
-50,11
12,-148
35,86
-8,30
-65,13
-31,-44
-36,-3
-3,-96
-6,-34
62,8
97,-56
-20,98
12,-126
54,15
54,87
61,-132
-8,-35
64,90
4,39
33,37
48,-66
67,-68
86,62
80,117
21,-65
6,12
-3,-53
43,105
47,-33
17,-58
60,39
-46,-48
-12,38
44,-57
-24,-47
56,-69
74,-63
3,91
36,4
2,-56
55,38
66,10
93,11
88,-55
13,76
63,22
-86,-21
72,-60
-17,112
51,-51
29,-81
18,-36
-24,-28
-57,-38
7,54
55,-4
26,-91
126,77
61,-63
-2,-34
38,51
35,-51
45,50
55,-148
-21,-29
2,81
17,-12
110,6
-13,-59
0,-25
79,79
-24,-60
-64,-16
29,-2
-40,-94
-18,110
16,-84
-77,92
-27,-56
-40,96
-47,-42
28,-48
-31,121
-27,-157
29,57
-71,-18
65,-27
-47,15
-52,-82
-61,50
-1,53
-99,-127
-86,-7
24,27
-97,-100
-71,86
-46,22
70,-96
-63,9
-71,50
96,-28
25,-62
2,18
48,-60
113,151
55,-57
10,27
-81,-4
17,-126
23,66
-33,86
51,-83
69,92
39,-184
99,106
10,-160
1,107
164,-45
-67,-119
-113,-23
-15,183
21,-63
9,-73
-149,-50
19,-7
86,74
43,15
-130,-33
-14,-70
27,65
-34,91
-72,14
-45,7
-85,-161
88,26
-68,-4
155,79
64,-32
-94,-26
84,-64
-64,-108
-86,122
-31,45
7,-161
46,-60
-26,121
116,-130
14,-34
-58,-73
-46,-80
-19,34
-30,11
-11,48
26,34
-8,15
98,-119
-55,-25
-79,50
59,19
-58,60
99,-62
20,-20
-54,-58
20,-32
32,-70
-9,29
-21,4
-15,-150
26,-2
28,62
-73,-50
3,-41
-123,-81
-125,58
61,-50
123,-74
-30,21
-61,-25
-69,-88
-112,64
-36,-135
-147,-109
-92,0
61,30
-40,-133
-42,186
-22,-49
24,-131
112,148
66,-7
-142,130
38,-57
-99,-49
128,-60
-170,-41
-17,65
-53,-96
-57,44
155,120
112,-105
38,-75
16,-53
-139,147
8,-98
50,-28
-22,-17
-93,-73
-42,169
-20,-103
33,34
-94,-118
-74,106
-78,-52
163,136
23,9
-37,128
-84,-178
-36,34
5,47
10,28
-79,-15
-95,-24
-62,52
-35,-10
-26,69
-44,-90
-196,-24
111,-123
-33,59
-81,146
20,60
-152,0
19,-77
58,68
116,0
-40,84
-5,-65
-14,48
-65,13
103,50
111,73
93,115
-39,110
-25,-125
-86,144
174,-35
-89,11
149,-35
16,101
1,-93
29,19
55,142
44,-59
112,97
34,93
-55,-4
102,20
-84,129
114,-73
20,-4
-19,213
88,-66
-4,193
78,129
94,-19
-97,-23
-92,26
2,-30
-25,92
-48,-11
-95,82
-68,90
56,56
-89,16
11,61
-96,6
-7,89
-54,16
-58,109
5,-15
-42,-21
-2,53
-60,61
11,112
52,2
-33,99
25,197
-51,81
-57,19
51,61
21,157
-56,22
22,-123
-54,220
-31,193
128,-43
23,137
-3,10
-24,151
29,131
82,73
70,88
-5,165
-46,-6
-12,20
68,78
25,-7
26,108
-21,136
14,153
-4,-24
-11,18
28,147
-66,77
31,109
-97,148
8,64
-2,55
-11,75
54,104
-13,1
-3,36
-31,117
-1,77
49,116
-60,11
-65,199
-52,-70
-3,191
-20,-31
-12,118
-37,100
-7,-62
-53,94
10,107
-38,22
-19,150
-68,50
-11,75
-12,-43
-58,108
-43,140
-48,30
11,103
28,99
-23,77
-43,83
-23,71
56,141
-19,9
-2,56
-57,143
-24,59
-24,116
-13,108
43,74
-58,82
-36,64
-6,154
-23,8
6,74
-3,81
-18,126
8,80
17,120
-11,35
-10,135
29,88
-9,102
-57,77
-44,94
-17,48
-5,98
11,133
-9,18
-35,177
-32,48
3,159
5,129
8,107
-3,74
27,92
-21,169
8,87
-21,108
1,117
-56,83
4,122
7,89
8,83
20,94
13,117
-9,87
-21,114
38,89
5,88
17,136
7,107
-3,66
-7,114
43,129
4,51
9,96
-13,114
-8,135
-10,87
-1,97
-6,109
37,91
32,86
19,119
-6,95
-13,56
-11,85
-1,105
11,115
34,93
-8,107
19,93
11,77
-16,94
-11,75
4,61
-9,112
15,112
9,128
-3,118
0,121
-5,80
4,52
-1,67
8,70
11,92
1,90
2,90
-1,66
-5,75
-9,81
-16,81
-15,83
1,70
2,78
3,87
2,81
-12,95
-14,96
-22,96
-24,94
-27,89
-36,76
-38,76
-38,76
-37,73
-33,67
-38,60
-38,58
-33,55
-39,57
-50,59
-46,49
-36,30
-8,1
-9,-1
-8,-3
-1,-3
-2,-4
-9,-3
-7,-1
-4,-3
-4,-3
-3,-2
-7,-2
-5,-1
-6,-3
-11,-2
-10,-1
-8,6
-12,23
-1,88
11,168
38,206
66,201
67,180
77,132
69,107
57,99
49,82
39,46
21,19
27,12
18,13
2,7
13,28
4,34
13,42
20,42
26,62
33,72
29,76
21,63
20,59
23,59
25,77
29,79
15,54
4,43
19,29
7,22
11,13
-5,30
2,61
-2,84
1,74
36,64
49,81
46,85
26,36
28,47
35,35
25,33
4,47
-18,0
6,10
9,36
20,42
24,80
19,25
33,51
26,42
54,46
52,67
27,31
55,91
25,26
44,48
40,26
44,4
47,22
42,41
60,33
66,10
26,23
47,21
50,32
36,7
70,59
95,71
54,59
41,0
42,4
87,58
57,20
18,58
54,29
32,18
50,-6
47,7
77,69
56,-15
30,31
64,28
88,34
38,69
40,10
83,72
67,47
54,72
52,12
36,-6
37,53
38,7
-6,26
57,50
42,23
-19,14
53,19
21,19
63,72
52,39
62,51
7,68
15,4
36,67
28,32
-20,9
33,6
5,-1
41,69
21,27
11,71
21,41
49,43
46,33
13,41
82,50
89,95
14,7
26,7
56,42
24,53
31,68
65,31
52,-10
85,80
51,122
26,8
44,122
25,-25
78,86
34,61
85,16
9,75
27,82
82,-42
83,138
51,22
37,72
2,114
14,31
45,-18
56,98
51,1
71,58
-2,26
