X,Y
11,-2
-4,-15
10,0
-11,-4
7,1
-14,-5
-5,-5
-4,-4
-6,-6
-3,-6
0,-11
-10,-1
-7,-8
-3,0
-7,-8
-5,-3
0,-9
-8,-1
-1,-8
-4,-26
92,-459
118,-673
82,-654
31,-542
-6,-410
9,-278
-4,-205
-41,-147
-46,-62
-44,9
-20,17
-32,48
-19,43
-22,45
0,8
17,0
23,-27
18,-92
24,-95
46,-148
26,-148
44,-200
27,-225
63,-221
46,-218
44,-226
50,-206
48,-184
25,-190
32,-170
63,-157
47,-158
76,-143
60,-180
39,-150
75,-158
62,-154
85,-162
13,-149
28,-199
49,-179
52,-154
48,-209
34,-244
47,-206
55,-225
26,-150
43,-217
25,-137
11,-179
48,-210
22,-189
20,-158
21,-170
39,-175
43,-131
-53,-180
42,-225
-44,-214
-15,-194
-32,-172
-2,-166
17,-148
-41,-254
-57,-201
-18,-241
-4,-146
28,-236
-42,-133
-60,-223
-68,-166
50,-225
-59,-178
-77,-197
-12,-166
0,-155
-26,-179
16,-192
-98,-220
14,-213
41,-193
-104,-250
10,-140
-11,-203
-42,-231
-10,-195
19,-135
-38,-160
9,-224
-67,-105
23,-159
-90,-100
71,-220
6,-226
-41,-228
-82,-274
-13,-250
-33,-76
-56,-286
-42,-220
-58,-180
51,-235
-82,-215
-84,-256
-44,-242
-68,-40
-7,-214
0,4
-69,-245
21,-101
35,-193
-74,-100
-31,-127
101,-201
138,-79
-16,-186
-124,-201
42,-196
48,-184
-3,-47
-30,-313
25,-99
57,-302
-152,-348
-72,-113
253,-147
-13,-193
-50,-213
-192,-35
-112,-77
10,-499
-43,-178
251,131
-154,-91
84,-164
-27,-221
54,-98
12,-310
50,74
-117,-53
37,-208
-55,-176
112,-170
90,-255
-224,-147
-105,-36
110,-109
288,-127
-128,-19
-77,-233
75,-175
-108,-64
168,-245
9,-103
36,-92
-33,-83
75,-81
100,-81
-40,-5
-81,-205
-93,-243
-47,-166
143,-87
-109,-145
-141,-162
7,31
33,-74
-46,93
68,-272
21,-63
38,-22
20,-139
-15,-66
325,-105
33,348
-120,-200
-27,38
-41,-245
46,55
-99,-1
-10,-50
-50,-54
-94,34
-59,-124
-108,-131
-70,31
35,-43
-178,-68
36,-141
-72,103
-163,-85
-37,150
-61,-325
-169,-36
-50,29
-47,-63
1,-293
-81,-86
-351,61
-83,172
-130,4
77,149
-128,20
-40,230
-70,171
-109,-103
-261,2
112,74
85,78
205,27
-18,-187
-137,135
93,-299
-105,118
140,-203
63,164
-74,-333
79,-122
-197,-65
-290,-81
119,-321
405,137
-15,33
-4,-126
488,370
-118,-184
-111,35
209,39
-25,-149
6,-4
77,24
116,-3
125,16
-73,-65
-33,-19
-121,-30
-26,-302
-70,118
99,129
4,16
-14,120
-13,-340
21,164
-198,1
85,-40
-23,249
140,-2
-148,151
-179,-144
7,98
136,10
-89,3
-173,-91
19,-14
63,106
27,48
-40,-73
177,211
-41,13
69,156
-95,-82
-53,-225
-25,-67
-213,152
104,99
-315,-100
-229,-44
70,136
90,11
-77,-138
135,192
-275,230
-69,-140
-63,108
13,-25
-147,171
-270,-284
103,362
-41,-230
-161,428
183,13
113,72
-78,188
36,-11
-160,162
-250,-210
-99,231
63,-139
-20,133
-12,197
-54,-30
-66,226
-94,-16
-69,114
119,196
-227,279
-95,-297
-391,195
91,-80
-122,322
-61,254
-22,180
-59,-187
-138,141
32,-136
-252,160
-33,262
28,-249
21,352
36,43
