X,Y
76,17
103,25
109,17
111,13
161,-6
160,20
113,-36
90,-24
127,-29
101,-8
100,-16
101,-20
101,-8
91,-6
62,-11
114,9
107,-10
80,8
58,2
90,7
65,24
57,8
80,-17
71,15
106,-21
97,-33
143,16
133,-31
113,-20
103,-21
124,-21
63,-23
85,-4
73,-29
91,8
136,-38
87,-43
77,-27
95,-17
123,-31
167,-26
161,-65
67,33
85,-87
134,-13
131,-53
120,-35
154,-82
67,-18
160,-61
71,-93
96,-24
100,-112
115,11
129,-105
120,28
58,-52
100,-118
91,-43
132,0
114,-61
24,-75
140,0
103,-100
104,-45
48,-43
51,-63
120,-44
139,-23
77,-34
154,-16
93,-114
45,-67
81,-78
69,-27
115,-10
16,-99
132,-67
68,-121
39,19
84,-86
167,-8
30,-53
81,-89
25,-68
128,-44
81,-63
135,-54
111,-41
88,-54
89,-91
152,-46
28,-81
116,-136
23,-6
108,-82
78,37
160,-62
74,-95
14,-71
120,-54
107,-72
58,-133
39,-156
93,-22
150,10
95,-208
58,-65
50,42
61,-40
-38,-141
-63,-52
56,-50
-40,16
32,-88
54,70
12,-165
-24,-86
71,-1
69,-167
-12,-55
-2,-26
169,-78
-50,-74
-59,-153
25,-138
46,-97
-42,-1
2,-102
-31,-133
41,-99
48,-9
110,-112
27,12
-10,-177
33,-80
52,-143
1,-64
46,-175
-32,-6
138,-65
82,-94
-13,-121
128,-98
110,-60
97,-162
42,-26
91,-67
63,-139
4,-46
38,-117
105,16
43,-17
12,-89
-47,-93
37,36
15,-166
61,-71
93,-120
127,19
-22,-6
-25,-161
23,-134
-79,5
9,39
-59,-165
38,-24
49,-102
-15,-67
-96,-94
-16,7
3,-125
-29,11
-87,-186
-20,-77
22,-176
-39,-73
21,-99
75,12
-39,-207
-34,-99
29,-56
-57,-53
0,-157
-32,-43
-12,-50
-39,-97
-49,-152
-87,-2
-57,-97
-19,-86
-49,-210
-126,-42
-127,-101
22,-73
-85,-175
-113,-3
75,-101
-24,-54
-66,-28
94,-160
29,36
-5,-118
22,-54
41,-95
-89,-30
-86,-132
-11,-35
-2,-105
-39,-92
-24,-103
-95,-122
-22,-191
-109,-120
-139,-93
-154,-74
-95,-123
-89,-51
-79,-257
-15,-91
-156,-37
-59,-40
-171,-132
21,-20
-157,-15
-108,-166
-69,52
-206,-58
-92,59
-73,-206
-170,-51
-106,60
-156,-23
-139,-33
-89,-63
-24,-174
-136,3
-107,-131
-123,-69
-195,-120
-158,72
-22,26
-263,-162
-163,-147
-173,-65
-82,24
-48,-69
-9,-93
-61,62
-87,-189
-61,-6
-169,60
-80,-74
-138,-91
-28,-24
-124,-60
-86,-97
-18,-19
-176,-118
-157,-17
