X,Y
-9,31
6,35
14,-6
48,64
58,77
90,117
98,131
103,79
134,97
125,90
117,75
127,89
116,86
77,56
57,48
105,75
84,88
97,106
55,96
129,121
98,88
108,100
113,106
127,111
117,111
172,163
175,136
117,142
208,134
165,171
153,126
106,150
124,109
149,173
164,217
125,179
175,136
217,196
144,131
199,132
160,48
158,136
143,55
138,73
209,152
118,127
159,88
164,155
188,123
167,151
125,107
165,151
188,134
213,268
199,229
84,117
173,149
197,151
186,167
169,212
114,102
122,149
148,146
45,182
158,90
161,84
24,163
60,112
140,211
170,259
199,157
42,209
117,150
189,257
135,230
128,79
198,171
160,268
55,81
197,207
165,147
23,164
122,118
223,238
138,110
84,92
217,246
120,152
110,72
144,37
156,259
92,168
-19,118
315,87
-28,174
238,0
116,280
91,120
148,226
51,39
71,165
120,254
-49,107
148,365
106,173
201,163
117,260
7,-27
142,269
19,157
-8,11
-30,117
122,225
-237,158
146,300
195,273
-308,-4
14,285
-88,170
199,206
57,166
0,120
9,170
-59,78
-59,342
-20,50
284,418
-298,-58
68,172
-36,238
-14,78
25,450
44,36
-78,209
55,215
19,329
-170,206
-175,220
70,342
-158,182
-64,557
-13,100
-20,226
167,465
189,509
-245,267
234,203
-4,80
-94,90
-15,396
30,86
-28,553
36,375
-137,28
122,145
306,545
-48,284
-381,217
401,365
66,303
-93,213
178,96
-65,393
-105,-111
119,320
-3,234
-209,130
53,8
212,410
-79,177
252,74
8,224
-139,276
-147,160
-243,199
-15,-60
-229,412
-112,188
-244,153
-91,136
-247,145
-394,17
-275,166
38,29
-236,466
-166,200
-404,343
300,103
-429,238
-306,45
-92,189
82,176
-579,185
-303,-88
-147,293
-167,-29
-290,140
-20,398
-153,79
-187,385
-222,23
-149,221
-296,22
-118,264
-357,-158
-375,250
-228,-63
-130,380
-358,20
-60,467
-192,129
-378,80
-250,-104
-352,159
-135,15
-330,144
-247,150
-332,-110
-388,297
-310,-194
-450,-133
-124,307
-33,-75
48,180
-107,182
-95,37
-292,223
-557,42
-45,-172
-198,90
-101,129
-163,-45
47,236
-441,-57
-105,37
-241,152
-274,-123
-250,-139
-292,-286
-269,-126
-457,69
-53,-50
-218,53
-299,-280
-186,-91
-277,-480
-247,-259
-180,-218
209,331
-253,-340
43,-301
-448,-109
-256,-168
-465,-303
-160,-242
-239,-296
52,-338
-103,35
-61,-273
-174,-156
-477,-262
-326,-492
-130,-260
-322,-156
-56,-305
-132,-228
-25,-445
-31,115
-162,-436
-62,-541
-214,-90
-405,-376
-363,-287
-41,-330
-287,-125
-217,-304
-119,-355
-270,-241
-49,-390
-511,-314
-266,-575
-131,-278
-251,-399
-100,-368
-279,-485
-200,-278
-153,-323
14,-430
-315,-351
-189,-609
-209,-389
-195,-382
-199,-454
-217,-460
-151,-444
-184,-470
-237,-536
-15,-479
-131,-603
-147,-480
-186,-500
-135,-570
-249,-485
-227,-562
-122,-631
-30,-475
-184,-710
-82,-537
-82,-592
-33,-450
-93,-643
-201,-512
-185,-865
-84,-575
-96,-421
-36,-623
100,-641
-33,-482
-175,-707
-94,-706
-148,-600
-95,-547
-14,-706
-208,-569
46,-705
-125,-536
77,-516
-71,-566
-151,-621
-8,-549
-24,-414
-130,-707
-20,-554
-87,-456
-20,-428
-50,-498
-120,-362
17,-479
-185,-524
-28,-527
-129,-561
-109,-281
-128,-516
-143,-419
-43,-500
-114,-473
-293,-507
3,-504
-15,-391
-126,-352
-13,-498
-24,-445
-106,-391
-17,-443
-91,-413
-130,-447
-140,-482
-199,-520
-172,-417
-33,-367
52,-438
-185,-433
-122,-298
-14,-543
170,-510
-11,-469
-284,-354
24,-282
219,-237
89,-372
122,-253
58,-330
-191,-359
-44,-351
-84,-440
-13,-137
-12,-101
141,-506
-96,-69
57,-391
67,-159
23,-485
283,-351
-107,-141
-149,-176
132,-273
81,-356
159,-481
121,-125
254,-278
78,-203
95,-325
18,-5
166,-351
-57,-143
91,-323
113,-192
104,-241
329,-4
150,-118
89,-259
232,-129
282,-259
438,6
68,-207
208,-167
335,-224
-30,40
192,-168
345,9
-32,-552
273,6
362,-21
102,-51
-45,54
182,-66
404,-279
383,-149
338,142
305,25
322,35
381,9
184,-441
-58,-144
230,199
129,-289
57,-371
399,28
29,-349
213,-28
-246,67
140,-193
37,75
493,-69
-25,-84
296,-77
-141,-174
451,-53
410,16
210,9
350,26
257,-85
183,-37
193,-108
294,-68
240,-102
320,-238
346,-111
209,-173
577,-314
397,184
-260,12
-148,-310
195,103
229,-118
116,-143
167,-113
143,-13
85,-44
212,-329
132,-200
155,-108
271,128
320,182
98,-159
219,-133
107,27
170,128
146,-29
-109,-252
-71,-91
199,122
34,-156
62,-141
114,-35
18,-103
5,62
41,-90
229,-19
246,-92
292,135
49,74
212,-156
15,25
189,123
169,137
304,10
252,-39
-48,233
74,-99
278,128
113,-71
70,171
282,-23
197,336
374,10
26,181
95,-179
489,-162
354,41
452,113
237,4
45,-151
-114,149
167,-119
368,-202
117,26
-72,8
378,-15
293,335
98,72
67,208
-224,-614
-263,-1
181,-27
293,-128
213,124
135,239
369,245
302,219
389,117
464,290
601,219
238,96
362,65
286,47
388,29
219,90
441,194
508,116
367,236
212,3
569,381
110,-157
396,251
138,-124
-13,163
41,-64
235,43
395,61
135,36
331,153
394,238
294,17
231,129
11,-188
153,35
370,151
202,53
128,137
344,11
-37,62
87,178
154,650
245,17
-141,185
202,85
-5,341
198,21
-134,-7
262,241
71,228
168,300
490,261
-311,257
72,214
-150,256
-102,-146
181,525
127,402
-96,262
-8,26
212,260
92,311
94,191
276,286
292,393
-107,275
134,323
220,275
88,141
39,423
-63,388
65,192
64,104
-40,124
-131,177
-134,5
119,338
-258,262
-82,342
-118,368
-142,213
-37,205
-63,134
-50,296
-110,342
-49,-29
-87,219
67,121
-51,395
17,71
37,264
-192,90
-120,172
6,34
-8,116
-75,387
10,-50
84,225
10,194
83,-50
-15,175
348,203
123,228
165,-1
126,192
140,217
-106,93
109,178
225,279
188,237
127,300
-20,-82
163,216
-44,97
70,126
163,261
139,130
185,130
104,132
126,221
43,230
199,285
4,146
190,369
43,272
131,118
147,237
-45,284
171,386
-81,30
34,139
160,185
69,240
-37,55
-125,206
-58,70
-102,298
-20,103
-66,191
-96,223
-187,99
-91,206
-25,295
-31,132
-173,161
26,260
-153,213
-162,96
-38,221
-297,170
-192,228
-126,220
-195,213
-213,117
-145,168
-150,200
-124,158
-140,122
-141,94
-150,158
-127,115
-114,156
-150,153
-217,132
-171,229
-161,88
-160,126
-121,57
-75,242
-141,39
-281,1
-148,205
-210,98
-247,50
-290,113
-218,59
-230,162
-164,106
-178,161
-197,17
-208,126
-190,69
-230,111
-255,73
-176,108
-181,94
-146,35
-270,92
-189,19
-200,185
-195,72
-209,87
-177,32
-219,122
-198,63
-189,27
-149,95
-164,78
-157,17
-186,58
-140,37
-150,58
-74,72
-145,28
-156,54
-97,18
-188,58
-154,-10
-160,28
-149,48
-128,23
-79,22
-92,-8
-94,6
-92,42
-87,-16
-122,50
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
