X,Y
15,32
13,21
9,-2
-5,-10
-13,5
-13,-7
-6,-3
-19,11
-22,7
-33,31
-45,41
-61,50
-67,65
-67,65
-69,56
-77,73
-76,103
-69,128
-72,169
-74,187
-94,241
-125,265
-112,299
-123,296
-154,316
-171,304
-147,303
-182,246
-182,204
-187,215
-165,207
-163,166
-160,170
-174,171
-136,134
-154,175
-171,164
-175,210
-187,120
-144,139
-104,142
-154,170
-130,148
-146,179
-123,193
-138,176
-144,132
-118,126
-71,133
-73,169
-103,130
-81,252
-61,199
-67,214
-59,230
-100,250
-96,218
-42,193
-123,192
-52,227
-84,133
-183,260
-110,149
-152,199
-126,241
-106,227
-128,160
-152,209
-153,266
-127,103
-143,183
-41,167
-14,197
-91,155
-113,259
-141,165
-185,261
-13,185
-58,218
-45,190
-52,277
-50,222
-20,217
-151,209
-77,253
29,229
-76,318
-89,126
-159,179
30,346
-91,178
-16,169
12,318
-47,35
-77,239
-25,214
79,193
-126,173
34,301
-18,246
-22,126
-166,413
15,108
-33,329
-29,226
33,333
-164,385
102,253
29,262
-10,332
-41,240
6,232
-83,235
-83,261
24,90
122,288
-208,348
2,410
-20,259
275,408
191,320
66,187
147,342
16,213
178,110
-7,300
-17,160
54,262
285,383
216,143
186,357
19,300
-129,194
187,118
231,329
215,349
-49,151
216,333
56,349
-35,282
391,480
126,708
353,94
-3,313
94,272
263,426
271,279
296,417
328,147
148,383
175,406
166,135
229,270
268,310
102,416
19,101
573,335
417,324
327,415
-4,273
92,108
240,227
32,35
409,405
527,504
298,230
285,56
423,456
88,-25
338,371
169,112
277,566
378,191
417,545
239,118
491,330
342,142
347,61
-167,119
389,-43
656,302
275,72
279,224
125,21
84,264
591,104
382,-360
407,292
139,115
491,291
314,-25
310,-62
46,-147
179,201
230,246
498,-163
353,66
720,328
379,58
228,-148
334,58
131,-69
640,248
132,198
-41,-137
262,157
405,-172
546,165
497,293
210,-158
98,58
452,-444
282,275
474,114
394,-377
626,324
991,0
862,137
449,-187
828,-393
684,95
460,-56
717,-166
44,-366
729,341
-187,-667
