X,Y
-7,-6
-3,-4
-6,-6
-6,-7
-13,-8
-5,-6
0,-5
-6,-9
1,-6
-6,-6
-10,-9
-10,-5
-11,-4
2,-2
-7,-7
10,-5
-7,7
-9,-7
-6,-5
-5,-6
-9,-2
-8,-6
-4,-2
-5,-1
-2,0
-2,-3
-5,4
-7,0
-5,2
-4,2
-4,-4
-7,-2
-8,-1
-3,-3
-4,1
2,-2
-8,0
0,-1
-5,-1
-4,-5
-6,1
-7,-3
-6,-3
-2,-9
-6,0
-3,-3
-6,-1
-9,4
-9,-7
-6,2
-11,-6
-7,-2
-7,-1
-8,1
-9,-2
-7,-4
-4,2
-9,0
-7,-8
-13,0
-16,-1
-22,2
-28,6
-34,9
-23,12
-39,18
-61,40
-67,51
-76,66
-80,70
-89,78
-94,87
-94,80
-109,85
-110,83
-116,62
-131,67
-150,49
-205,42
-185,-12
-167,-10
-154,1
-159,-42
-182,-11
-157,-16
-151,-4
-158,13
-175,7
-122,-18
-113,21
-170,9
-208,34
-212,35
-222,3
-189,43
-272,41
-249,18
-201,-1
-275,-47
-357,11
-277,8
-273,39
-282,7
-346,-28
-267,49
-263,-69
-167,24
-216,-16
-261,-7
-150,-18
-162,22
-174,-17
-297,25
-267,20
-260,77
-136,115
-195,20
-170,75
-183,128
-203,127
-78,2
-161,122
-208,66
-128,116
-97,77
-135,54
-122,95
-94,49
17,162
-113,67
79,90
-44,53
-47,224
-60,109
-60,30
-91,104
-147,149
1,180
28,43
-40,168
-18,135
27,48
62,92
-8,221
68,48
39,89
22,125
-22,214
-18,65
-10,152
-32,191
-59,167
115,136
63,228
4,71
-6,64
117,237
22,236
102,111
12,186
-49,195
174,45
224,138
218,102
-6,22
112,251
48,44
65,124
18,123
-93,162
26,119
67,133
-41,169
-33,137
8,279
-101,206
86,219
30,196
90,157
57,60
-32,225
-131,-48
147,277
85,104
6,248
23,69
130,40
-50,214
66,220
155,166
-17,179
118,173
72,117
-33,162
98,112
76,94
-82,94
-4,68
-37,212
21,255
-89,172
-132,192
147,339
7,66
104,264
141,166
-50,112
14,219
46,186
-111,328
49,44
45,189
25,112
-26,-41
15,30
6,383
148,-54
-62,244
-130,89
-69,142
-31,257
-1,108
-1,139
19,1
29,182
-57,97
15,116
104,203
67,117
-40,324
31,202
-3,29
-71,86
123,170
109,90
72,111
-20,199
140,165
47,55
-88,201
241,98
196,220
199,144
-22,127
59,264
250,204
253,95
-42,115
211,182
-180,140
-46,111
-83,265
98,156
99,166
35,126
114,8
-194,117
4,161
-132,-52
-36,164
43,47
-110,338
-46,66
253,254
167,99
319,100
73,338
195,96
-24,176
-23,-45
-90,197
36,139
60,295
135,98
18,237
-68,103
134,139
396,405
325,252
228,123
32,113
21,161
298,113
39,314
-29,-81
-197,131
114,274
107,-197
-82,130
-108,-64
97,191
8,129
154,8
157,73
292,223
-70,157
11,80
-31,88
94,129
-44,122
-28,185
185,101
217,28
98,-61
-74,125
493,-48
361,18
36,180
176,72
91,86
152,155
158,146
87,46
341,106
138,220
-193,22
193,54
207,33
130,-94
107,145
-120,65
400,-109
176,159
393,275
169,192
145,-149
242,121
-23,-190
-15,234
139,-45
15,21
356,88
-187,149
-13,-288
-130,-126
-211,28
49,43
254,103
30,67
270,140
-105,-73
-55,94
-100,-61
-53,271
186,-4
158,27
354,145
247,44
295,-12
-77,-53
76,67
167,-112
309,394
362,195
345,392
354,-7
55,-209
438,150
58,-22
109,-241
47,215
174,33
113,27
217,-49
-45,108
319,-5
79,204
-3,-294
-24,-25
438,233
5,-25
252,9
36,-213
200,38
17,-43
93,-255
202,237
211,71
333,-19
183,-6
231,-112
495,152
-60,-156
218,-156
223,30
20,-86
713,106
232,118
90,-114
-260,-164
-233,-254
163,-23
348,-265
212,-175
262,-41
12,-60
86,-74
125,-76
442,-189
253,-69
308,-324
102,-67
628,12
352,-151
330,202
356,-56
246,-311
-13,-139
117,-212
284,126
288,-294
279,61
410,-113
457,-307
