X,Y
-8,3
34,-8
66,-2
82,7
85,-3
104,11
103,13
98,16
87,8
66,9
75,-1
81,-1
65,-2
58,6
46,3
38,-3
56,-8
63,17
87,-1
84,6
101,9
117,12
105,4
83,-22
77,-48
95,-61
82,-74
93,-6
105,0
89,27
96,19
134,31
126,34
108,36
147,34
133,60
109,41
142,44
139,57
169,56
167,63
183,34
197,43
166,6
205,12
220,-32
202,65
248,-18
185,13
223,-8
256,17
160,29
305,49
173,-21
185,9
222,-30
244,86
182,-60
280,37
234,35
277,18
265,-31
300,11
257,-82
232,58
360,-10
289,118
295,-55
278,20
250,34
200,-58
180,8
179,-12
287,-13
193,24
205,-40
242,-64
150,67
411,-24
302,91
318,11
267,18
223,8
162,-21
237,-54
220,-44
280,50
157,70
110,47
190,72
120,19
153,-77
133,69
267,-21
6,65
243,150
162,-138
154,73
259,14
159,107
27,51
173,116
-81,-91
27,101
163,35
170,-125
-2,-16
124,60
113,-128
105,76
318,90
341,-43
85,134
110,-38
85,-18
66,7
122,-14
164,-2
74,-41
-33,152
95,-37
149,121
18,129
201,-130
113,252
61,-180
-81,-114
-73,168
232,6
223,161
73,114
-11,-97
298,-15
75,24
54,-90
48,-28
-31,-14
118,-108
39,-86
-29,-22
185,-9
-9,189
152,-85
-217,-99
-78,46
-117,40
52,-196
202,-190
-50,-134
-70,-223
77,32
-36,-211
-214,-93
-55,72
-58,-11
-26,-49
134,132
191,-161
89,-64
-30,-104
236,43
103,62
148,32
76,-86
61,-42
-13,-65
16,-56
10,59
148,59
86,76
-52,-143
-72,-57
21,61
-7,-129
-62,-90
-47,53
-129,-95
-197,89
-293,16
-40,-13
-160,-65
-61,12
-2,-119
-121,76
-216,65
-122,-126
-268,79
-221,64
-235,-144
-142,85
-105,-80
-7,67
-199,12
-30,-28
-318,-104
-167,132
-230,-134
-196,29
-187,-35
-248,44
-285,-52
-309,-33
-262,-108
-343,-15
-264,42
-101,37
-220,79
-240,-14
-257,-86
-182,60
-168,-28
-161,20
-210,-2
-106,128
-169,-37
-224,-85
-266,65
-218,-78
-163,74
-134,30
-104,-48
-247,111
-257,-49
-204,41
-154,29
-186,16
-191,-25
-194,-76
-150,8
-115,-3
-162,16
-148,32
-163,13
